variable,label,type,value_labels,n_value_labels,universe,n_EICV1,n_EICV2,n_EICV3,n_EICV4_CS,n_EICV5_CS,n_EICV7_CS,source,versions,label_variants,value_label_conflicts
s8bq10,Amount of sale for this land,int32,,0,"household / farm (agriculture, livestock)",73,283,0,0,0,0,EICV1: module s8_farm_land; EICV2: module b_filters,,EICV1: What was the amount of tool sale (include in kind),
s8bq11,Household leased land in the last 12 months,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",5516,6128,0,0,0,0,EICV1: module s8_farm_land; EICV2: module b_filters,,EICV1: Did you rent land during the last 12 months?,
s8bq12_v2,[EICV1..EICV1 version] Rented for how much (include in kind)?,int32,,0,"household / farm (agriculture, livestock)",471,0,0,0,0,0,,s8bq12 (EICV2),,
s8bq13,Household sharecropped farm land in the last 12 months,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",5516,6129,0,0,0,0,EICV1: module s8_agriculture; EICV2: module b_filters,,EICV1: Did you give land for sharecropping during the las,
s8bq14_v2,[EICV1..EICV1 version] Receive how much for sharecropping (include in kind)?,int32,,0,"household / farm (agriculture, livestock)",58,0,0,0,0,0,,s8bq14 (EICV2),,
s8bq15,Household lent farm land to non-household member in the last 12 months,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",5516,6125,0,0,0,0,EICV1: module s8_agriculture; EICV2: module b_filters,,EICV1: Did you loan land to an outside person during last,
s8bq16_v2,"[EICV1..EICV1 version] Have you received land as a gift, inheritance, dowry or",int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",5516,0,0,0,0,0,,s8bq16 (EICV2),,
s8bq17_v2,"[EICV1..EICV1 version] Have you given out land as a gift, inheritance, dowry or",int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",5516,0,0,0,0,0,,s8bq17 (EICV2),,
s12cq1,Any hh member have a savings account (include tontines)?,int8,"1=Yes, 2=No",2,"household (credit, durables, savings)",6419,0,0,0,0,0,EICV1: module s8_agriculture,,,
s12aq1,Hh member owe money/goods to other person/institution/business?,int8,"1=Yes, 2=No",2,"household (credit, durables, savings)",6419,0,0,0,0,0,EICV1: module s8_agriculture,,,
s12aq2,Has loan been fully repaid in last 12 months by any hh member?,int8,"1=Yes, 2=No",2,"household (credit, durables, savings)",4496,0,0,0,0,0,EICV1: module s8_agriculture,,,
s12aq3,Has any member tried to obtain loan and been refused in last 12 months?,int8,"1=Yes, 2=No",2,"household (credit, durables, savings)",4018,0,0,0,0,0,EICV1: module s8_agriculture,,,
s12aq4,Why was loan refused?,int8,"1=Insufficient income, 2=Insufficient collateral, 3=Problems with previous debts, 4=Purpose inappropriate, 5=Other",5,"household (credit, durables, savings)",118,0,0,0,0,0,EICV1: module s8_agriculture,,,
s11aq1_v2,[EICV1..EICV1 version] Sent money/goods to absent hh member or other person?,int8,"1=Yes, 2=No",2,household (transfers),6420,0,0,0,0,0,,"s11aq1 (EICV2, EICV3)",,
s11bq1,Received money/goods from an absent hh member or other person?,int8,"1=Yes, 2=No",2,household (transfers),6420,0,0,0,0,0,EICV1: module s8_agriculture,,,
s8kq0,,int8,,0,"household / farm (agriculture, livestock)",6420,0,0,0,0,0,EICV1: module s8_agriculture,,,
s8jq0,"During the last 2 weeks, were there any ag products processed by your household;",int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",6420,0,0,0,0,0,EICV1: module s8_agriculture,,,
s8iq0,"During last 12 months, have any of the following goods and services been used on",int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",6420,0,0,0,0,0,EICV1: module s8_agriculture,,,
s8eq0,"During last 12 months, did you harvest any crops piecemeal?",int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",5543,0,0,0,0,0,EICV1: module s8_agriculture,,,
s8hq0,"During last 12 months, were there other sources of income from agriculture?",int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",6420,0,0,0,0,0,EICV1: module s8_agriculture,,,
s8dq0,Did you harvest any significant quantities of crops during last 12 months?,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",5544,0,0,0,0,0,EICV1: module s8_agriculture,,,
s8cq0,Did member of household plant any crops on parcels last 12 months?,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",6420,0,0,0,0,0,EICV1: module s8_agriculture,,,
rectype_s8_farm_land,Record type,string,,0,,6420,6900,14308,14419,14580,15054,EICV1: module s8_farm_land,,,
strate_s8_farm_land,Area,int8,,0,,6420,0,0,0,0,0,EICV1: module s8_farm_land,,,
prefect_s8_farm_land,Province,int8,"1=Butare, 2=Byumba, 3=Cyangugu, 4=Gikongoro, 5=Gisenyi …",12,,6420,0,0,0,0,0,EICV1: module s8_farm_land,,,
s8bq12_s8_farm_land,What was the rented area (ha)?,double,,0,"household / farm (agriculture, livestock)",471,0,0,0,0,0,EICV1: module s8_farm_land,,,
s8bq13_s8_farm_land,Rented for how much (include in kind)?,int32,,0,"household / farm (agriculture, livestock)",471,0,0,0,0,0,EICV1: module s8_farm_land,,,
s8bq14_s8_farm_land,Did you give land for sharecropping during the last 12 months?,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",5516,0,0,0,0,0,EICV1: module s8_farm_land,,,
s8bq15_s8_farm_land,What was the sharecrop area (ha)?,double,,0,"household / farm (agriculture, livestock)",59,0,0,0,0,0,EICV1: module s8_farm_land,,,
s8bq16_s8_farm_land,Receive how much for sharecropping (include in kind)?,int32,,0,"household / farm (agriculture, livestock)",58,0,0,0,0,0,EICV1: module s8_farm_land,,,
s8bq17_s8_farm_land,What was value of total production of sharecropped parcel?,int32,,0,"household / farm (agriculture, livestock)",58,0,0,0,0,0,EICV1: module s8_farm_land,,,
s8bq18,Did you loan land to an outside person during last 12 months?,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",5516,0,0,0,0,0,EICV1: module s8_farm_land,,,
s8bq19,What was the loaned area (ha)?,double,,0,"household / farm (agriculture, livestock)",575,0,0,0,0,0,EICV1: module s8_farm_land,,,
s8bq20,"Have you received land as a gift, inheritance, dowry or grant during last 12 mon",int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",5516,0,0,0,0,0,EICV1: module s8_farm_land,,,
s8bq21,What was the received area (ha)?,double,,0,"household / farm (agriculture, livestock)",202,0,0,0,0,0,EICV1: module s8_farm_land,,,
s8bq22,"Have you given out land as a gift, inheritance, dowry or grant during last 12 mo",int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",5516,0,0,0,0,0,EICV1: module s8_farm_land,,,
s8bq23,What was the given out area (ha)?,double,,0,"household / farm (agriculture, livestock)",129,0,0,0,0,0,EICV1: module s8_farm_land,,,
s8bq23a,,int16,,0,"household / farm (agriculture, livestock)",129,0,0,0,0,0,EICV1: module s8_farm_land,,,
rectype_s8_forestry,Record type,string,,0,,6420,6900,14308,14419,14580,15054,EICV1: module s8_forestry,,,
strate_s8_forestry,Area,int8,,0,,6420,0,0,0,0,0,EICV1: module s8_forestry,,,
prefect_s8_forestry,Province,int8,"1=Butare, 2=Byumba, 3=Cyangugu, 4=Gikongoro, 5=Gisenyi …",12,,6420,0,0,0,0,0,EICV1: module s8_forestry,,,
s8gq1,Did your household do any reforestation during last 12 month?,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",6420,0,0,0,0,0,EICV1: module s8_forestry,,,
s8gq2,"What was the area, in hectares, reforested during last 12 months?",double,,0,"household / farm (agriculture, livestock)",592,0,0,0,0,0,EICV1: module s8_forestry,,,
s8gq2alf,"What was the area, in hectares, reforested during last 12 months?",int32,,0,"household / farm (agriculture, livestock)",592,0,0,0,0,0,EICV1: module s8_forestry,,,
s8gq3a,What was the 1st species used for reforestation?,int8,"1=Eucalyptus, 2=Pinus, 3=Cypres, 4=Acacia, 5=Grevillea …",6,"household / farm (agriculture, livestock)",592,0,0,0,0,0,EICV1: module s8_forestry,,,
s8gq3b,What was the 2nd species used for reforestation?,int8,"1=Eucalyptus, 2=Pinus, 3=Cypres, 4=Acacia, 5=Grevillea …",6,"household / farm (agriculture, livestock)",187,0,0,0,0,0,EICV1: module s8_forestry,,,
s8gq3c,What was the 3rd species used for reforestation?,int8,"1=Eucalyptus, 2=Pinus, 3=Cypres, 4=Acacia, 5=Grevillea …",6,"household / farm (agriculture, livestock)",60,0,0,0,0,0,EICV1: module s8_forestry,,,
hhsize,Household size (persons in the roster),int8,,0,,6420,6900,14308,14419,14580,15054,,,,
head_sex,Sex of household head (s1q2 == 1),int8,"1=Male, 2=Female, 9=Missing",3,,6420,6900,14308,14419,14580,15054,,,,
head_age,Age of household head (s1q2 == 1),int16,,0,,6420,6900,14308,14419,14580,15054,,,,
id6,Household number,int8,,0,,0,6900,0,0,0,0,EICV2: module s0_id,,,
id1_v2,[EICV2..EICV2 version] Strata,int8,"1=City of Kigali, 2=Other urban, 3=Rural",3,,0,6900,0,0,0,0,,"id1 (EICV3, EICV4_CS), id1_v3 (EICV1)",,
s0q10,Accept/Refuse interview,int8,"1=Yes, 2=No, address not found or uninhabited dwelling, 3=No, change of residence, 4=No, sick or deceased, 5=No, refused …",6,,0,6900,0,0,0,0,EICV2: module s0_id,s0q10_v2 (EICV1),,
s0q14,Decision maker,int8,"97=Other non-household member, 98=No one",2,,0,6899,0,0,0,0,EICV2: module s0_id,s0q14_v2 (EICV1),,
s0q15,Religion of the head of household,int8,"1=Moslem, 2=Christian, 3=Traditional/Animist, 4=Other",4,,0,6900,0,0,0,0,EICV2: module s0_id,s0q15_v2 (EICV1),,
s0q16a,Day of interview,int8,,0,,0,6900,0,0,0,0,EICV2: module s0_id,,,
s0q16b,Month of interview,int8,,0,,0,6900,0,0,0,0,EICV2: module s0_id,,,
s0q16c,Year of interview,int8,,0,,0,6900,0,0,0,0,EICV2: module s0_id,,,
s5aq1,Type of habitat,int8,"1=Umudugudu (Planned rural settlement), 2=Integrated Model Village, 3=Dispersed/Isolated housing, 4=Modern planned urban area, 5=Spontaneous/informal/unplanned housing …",8,"EICV2: household (housing, services); EICV3: household (housing, services); EICV4_CS: household (housing, services); EICV5_CS: household (housing, services); EICV7_CS: household (housing, shocks, services)",0,6899,14308,14419,14580,15054,EICV2: module s5_housing; EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household; EICV7_CS: module s01_s5_s7_household,,EICV2: Type of community,"{""1"": [""Imidugudu"", ""Umudugudu"", ""Umudugudu (Planned rural settlement)""], ""2"": [""Integrated Model Village"", ""Old regrouping (resettlement)"", ""Unplanned clustered rural housing""], ""3"": [""Dispersed/Isolated housing"", ""Isolated community"", ""Isolated rural housing""], ""4"": [""Aglomeration"", ""Modern planned urban area"", ""Neighborhood lot"", ""Unplanned urban housing""], ""5"": [""Small settlement"", ""Spontaneous/informal/unplanned housing"", ""Unplanned community"", ""Unplanned urban housing""], ""6"": [""Modern planned area"", ""Other"", ""Other (Specify)""]}"
s5aq2,Type of dwelling,int8,"1=House occupied by one household, 2=House occupied by multiple Households, 3=Multi-storied building occupied by one household, 4=Multi-storied building occupied by many households, 5=Several buildings in a compound occupied by one household …",8,"EICV2: household (housing, services); EICV3: household (housing, services); EICV4_CS: household (housing, services); EICV5_CS: household (housing, services); EICV7_CS: household (housing, shocks, services)",0,6896,14308,14419,14580,15054,EICV2: module s5_housing; EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household; EICV7_CS: module s01_s5_s7_household,,,"{""1"": [""A single house dwelling"", ""A single house occupied by one  household dwelling"", ""House occupied by one household"", ""Single household dwelling (freehold)""], ""2"": [""A house occupied by multiple Households"", ""A multiple household dwelling"", ""House occupied by multiple Households"", ""Multiple household dwelling""], ""3"": [""Mulit storied building (flat)"", ""Multi-storied building housing one or more households"", ""Multi-storied building occupied by one household"", ""Multi-storied building with one household""], ""4"": [""Group of enclosed dwellings with multiple households"", ""Group of enclosed dwellings: multiple households"", ""Multi-storied building occupied by many households"", ""Multi-storied building with more households""], ""5"": [""Group of enclosed dwelling for single household"", ""Group of enclosed dwellings: multiple households"", ""Group of enclosed dwellings: single household"", ""Several buildings in a compound occupied by one household""], ""6"": [""Group of enclosed dwellings occupied by a single household"", ""Other"", ""Several buildings in a compound occupied by several households""], ""7"": [""Other (Specify)"", ""Other _Specify_""]}"
s5aq3,Number of  rooms does your household have for sleeping,int8,,0,"EICV2: household (housing, services); EICV3: household (housing, services); EICV7_CS: household (housing, shocks, services)",0,6891,14308,0,0,15054,EICV2: module s5_housing; EICV3: module s05abcd_housing; EICV7_CS: module s01_s5_s7_household,"s5aq3_v2 (EICV4_CS, EICV5_CS)",EICV2: Number of rooms; EICV3: Number of rooms occupied by household,
s5aq4,Any rooms shared with other households,int8,"1=Yes, 2=No, 9=Missing",3,"household (housing, services)",0,6899,0,608,744,0,EICV2: module s5_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household,s5aq4_v2 (EICV3),EICV2: Dwelling shared with other households; EICV4_CS: Share room(s) with other households,
s5aq5_v4,[EICV2..EICV2 version] Number of households sharing dwelling,int8,,0,"household (housing, services)",0,152,0,0,0,0,,"s5aq5 (EICV4_CS, EICV5_CS), s5aq5_v2 (EICV7_CS), s5aq5_v3 (EICV3)",,
s5aq6a,Time of residence in current dwelling,int8,,0,"household (housing, services)",0,6884,0,0,0,0,EICV2: module s5_housing,,,
s5aq6b,Time unit,int8,"1=Months, 2=Years",2,"household (housing, services)",0,6891,0,0,0,0,EICV2: module s5_housing,,,
s5aq7_v2,[EICV2..EICV2 version] Moved from this dwelling,int8,"1=Yes, 2=No",2,"household (housing, services)",0,6892,0,0,0,0,,s5aq7 (EICV7_CS),,
s5aq8_v4,[EICV2..EICV2 version] Reason for moving dwellings,int8,"1=Family reasons, 2=Cost, 3=Employment reasons, 4=Built own dwelling, 5=Quality of dwelling …",7,"household (housing, services)",0,5175,0,0,0,0,,"s5aq8 (EICV3, EICV4_CS), s5aq8_v2 (EICV7_CS), s5aq8_v3 (EICV5_CS)",,
s5aq9_v2,[EICV2..EICV2 version] To whom dwelling belongs,int8,"1=Household, 2=Head of household, 3=State, 4=Company or enterprise, 5=Other",5,"household (housing, services)",0,6895,0,0,0,0,,"s5aq9 (EICV3, EICV4_CS, EICV5_CS)",,
s5aq10_v2,[EICV2..EICV2 version] Status of ownership,int8,"1=Renter, 2=Dwelling provided by employer, 3=Dwelling provided free of charge, 4=Appropriation, 5=Rent to buy …",7,"household (housing, services)",0,933,0,0,0,0,,"s5aq10 (EICV3, EICV4_CS, EICV5_CS)",,
s5bq1_v4,[EICV2..EICV2 version] Estimated monthly rent,int32,,0,"household (housing, services)",0,6286,0,0,0,0,,"s5bq1 (EICV4_CS, EICV5_CS), s5bq1_v2 (EICV7_CS), s5bq1_v3 (EICV3)",,
s5bq2_v2,[EICV2..EICV2 version] Actual monthly rent,int32,,0,"household (housing, services)",0,608,0,0,0,0,,"s5bq2 (EICV4_CS, EICV5_CS)",,
s5bq3,Household provides services in exchange for dwelling,int8,"1=Yes, 2=No",2,"household (housing, services)",0,613,0,0,0,0,EICV2: module s5_housing,,,
s5bq4a_v2,[EICV2..EICV2 version] Estimated value of services provided for rent,int16,,0,"household (housing, services)",0,36,0,0,0,0,,"s5bq4a (EICV3, EICV4_CS, EICV5_CS)",,
s5bq4b,Time unit,int8,"1=Month, 2=Quarterly, 3=Annually, 9=Missing",4,"household (housing, services)",0,36,1369,1768,1988,0,EICV2: module s5_housing; EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household,,EICV4_CS: Rent paid in cash (time unit),"{""1"": [""Month"", ""Months""], ""2"": [""Quarterly"", ""Years""], ""3"": [""Annually"", ""Year""]}"
s5bq5_v3,[EICV2..EICV2 version] Rent paid by No-household member,int8,"1=Yes, 2=No",2,"household (housing, services)",0,612,0,0,0,0,,"s5bq5 (EICV4_CS, EICV5_CS), s5bq5_v2 (EICV3)",,
s5bq6_v2,[EICV2..EICV2 version] Rent partially or totally paid by external agent,int8,"1=Parent, 2=State, 3=Company or enterprise, 4=Other",4,"household (housing, services)",0,30,0,0,0,0,,s5bq6 (EICV7_CS),,
s5bq7_v3,[EICV2..EICV2 version] Maintain a mortgage,int8,"1=Yes, 2=No",2,"household (housing, services)",0,613,0,0,0,0,,"s5bq7 (EICV3, EICV4_CS, EICV5_CS), s5bq7_v2 (EICV7_CS)",,
s5bq8a,Amount of mortgage payment,int32,,0,"household (housing, services)",0,1,0,0,0,0,EICV2: module s5_housing,,,
s5bq8b,Time unit,int8,"1=Months, 2=Years",2,"household (housing, services)",0,1,0,0,0,0,EICV2: module s5_housing,,,
s5bq9_v3,[EICV2..EICV2 version] Construction expenditures during the last 12 months,int32,0=Zero,1,"household (housing, services)",0,6898,0,0,0,0,,"s5bq9 (EICV7_CS), s5bq9_v2 (EICV3)",,
s5bq10,Built/extended house in last 12 months,int32,"0=Zero, 1=Yes, 2=No, 9=Missing",4,"household (housing, services)",0,6899,14214,14419,0,0,EICV2: module s5_housing; EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household,,EICV2: Maintenance expenditures during the last 12 months; EICV3: Amount paid for house construction  last 12 months,
s5cq1,Main source of water used for your household?,int8,"1=Piped into Dwelling, 2=Piped into compound, yard/pot, 3=Piped to neighbor HH, 4=Public tap/standpipe, 5=Tube Well/Borehole …",14,"EICV2: household (housing, services); EICV3: household (housing, services); EICV4_CS: household (housing, services); EICV5_CS: household (housing, services); EICV7_CS: household (housing, shocks, services)",0,6899,14308,14419,14580,15054,EICV2: module s5_housing; EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household; EICV7_CS: module s01_s5_s7_household,,EICV2: Source of water supply; EICV3: Main source of drinking water; EICV4_CS: Type main source of water; EICV5_CS: Main source of drinking water,"{""1"": [""Piped into dwelling"", ""Public utility (Electrogaz)""], ""2"": [""Ordinary well (hand dug)"", ""Piped into compound, yard/pot"", ""Piped into yard"", ""Piped to Yard/Plot""], ""3"": [""Drilled well"", ""Piped to neighbor HH"", ""Public stand/pipe"", ""Public standpipe""], ""4"": [""Borehole"", ""Public tap/standpipe"", ""Stream, river, lake (surface water)"", ""Tube Well /Borehole""], ""5"": [""Protected spring"", ""Protected well"", ""Tube Well/Borehole""], ""6"": [""Protected spring"", ""Unprotected spring"", ""Unprotected well""], ""7"": [""Protected spring"", ""Purchase tap water"", ""Unprotected spring""], ""8"": [""Protected well"", ""Public water fountain"", ""Unprotected spring""], ""9"": [""Other"", ""Rain water"", ""Unprotected well""], ""11"": [""Surface water (river or lake)"", ""Surface water _river or lake_"", ""Tanker Truck""], ""12"": [""Other"", ""Other _specify_"", ""River/Stream/Irrigation Channel""], ""10"": [""Rain water"", ""Tanker truck""], ""99"": [""Missing"", ""Other specify)""]}"
s5cq2a_v2,[EICV2..EICV2 version] Amount billed,int32,,0,"household (housing, services)",0,256,0,0,0,0,,s5cq2a (EICV7_CS),,
s5cq2b_v2,[EICV2..EICV2 version] Time unit,int8,,0,"household (housing, services)",0,244,0,0,0,0,,s5cq2b (EICV7_CS),,
s5cq3_v2,[EICV2..EICV2 version] Amount paid to water vendor or neighbor for water,int16,0=Zero,1,"household (housing, services)",0,6898,0,0,0,0,,"s5cq3 (EICV4_CS, EICV5_CS, EICV7_CS)",,
s5cq4_v2,[EICV2..EICV2 version] Currently a water vendor,int8,"1=Yes, 2=No",2,"household (housing, services)",0,6864,0,0,0,0,,"s5cq4 (EICV4_CS, EICV5_CS)",,
s5cq5_v2,[EICV2..EICV3 version] Amount paid to private water vendor last 7 days,int16,,0,"household (housing, services)",0,56,14308,0,0,0,,"s5cq5 (EICV4_CS, EICV5_CS, EICV7_CS)",EICV2: Amount received from selling water in the last 7 d; EICV3: Amount paid to private water vendor last 7 days,
s5cq6_v3,[EICV2..EICV2 version] Primary source of lighting of dwelling,int8,"1=Public utility (Electrogaz), 2=Generator, 3=Kerosene lantern, 4=Gas (propane) lamp, 5=Firewood …",8,"household (housing, services)",0,6900,0,0,0,0,,"s5cq6 (EICV4_CS, EICV5_CS), s5cq6_v2 (EICV3)",,
s5cq7a,Amount of the last bill,int32,,0,"household (housing, services)",0,467,0,0,0,0,EICV2: module s5_housing,,,
s5cq7b,Time unit,int8,,0,"household (housing, services)",0,462,0,0,0,0,EICV2: module s5_housing,,,
s5cq8_v4,[EICV2..EICV2 version] Primary cooking fuel,int8,"1=Wood, 2=Charcoal, 3=Gas, 4=Electricity, 5=Kerosene …",7,"household (housing, services)",0,6894,0,0,0,0,,"s5cq8 (EICV4_CS, EICV5_CS), s5cq8_v2 (EICV7_CS), s5cq8_v3 (EICV3)",,
s5cq9_v2,[EICV2..EICV2 version] Method of rubbish disposal,int8,"1=Public dumpster, 2=Rubbish collection service, 3=Discarded on premises, 4=Discarded elsewhere, 5=Burnt …",7,"household (housing, services)",0,6898,0,0,0,0,,s5cq9 (EICV3),,
s5cq10_v3,[EICV2..EICV2 version] Type of toilet,int8,"1=Flush toilet, 2=Protected latrines, 3=Unprotected latrines, 4=Other, 5=No toilet facilities",5,"household (housing, services)",0,6900,0,0,0,0,,"s5cq10 (EICV4_CS, EICV5_CS, EICV7_CS), s5cq10_v2 (EICV3)",,
s5cq11_v3,[EICV2..EICV2 version] Does the household have a telephone,int8,"1=Fixed land line, 2=Cell phone, 3=Both land line and cell phone, 4=None",4,"household (housing, services)",0,6900,0,0,0,0,,"s5cq11 (EICV4_CS, EICV5_CS, EICV7_CS), s5cq11_v2 (EICV3)",,
s5dq1,Main construction material of exterior wall,int8,"1=Mud bricks, 2=Mud bricks with cement, 3=Oven fired bricks with mud, 4=Oven fired bricks with cement, 5=Cement blocks …",13,"EICV2: household (housing, services); EICV3: household (housing, services); EICV4_CS: household (housing, services); EICV5_CS: household (housing, services); EICV7_CS: household (housing, shocks, services)",0,6900,14308,14419,14580,15054,EICV2: module s5_housing; EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household; EICV7_CS: module s01_s5_s7_household,,EICV2: Construction material of external walls,"{""2"": [""Cemented mud bricks (stucco)"", ""Mud bricks covered with cement"", ""Mud bricks with cement""], ""3"": [""Earth (clay)"", ""OVen fired bricks"", ""Oven fired bricks with mud""], ""4"": [""Cement bricks"", ""Cemented earth"", ""Oven fired bricks with cement""], ""5"": [""Cement blocks"", ""Wood planks"", ""Wooden planks""], ""6"": [""Ordinary oven fired bricks"", ""Stones"", ""Wooden planks""], ""7"": [""Cinder block"", ""Stones with mud"", ""Tree trunks with mud""], ""8"": [""Stone"", ""Stones with cement"", ""Tree trunks with mud and cement""], ""9"": [""Plastic sheeting"", ""Tree trunks with mud""], ""10"": [""Other"", ""Tree trunks with  mud and cement""]}"
s5dq2_v2,[EICV2..EICV2 version] Construction material of roof,int8,"1=Thatch, 2=Corrugated sheet metal, 3=Concrete, 4=Tile, 5=Other",5,"household (housing, services)",0,6899,0,0,0,0,,"s5dq2 (EICV3, EICV4_CS, EICV5_CS, EICV7_CS)",,
s5dq3_v2,[EICV2..EICV2 version] Flooring material,int8,"1=Earth, 2=Wood, 3=Cement, 4=Tile, 5=Bricks …",7,"household (housing, services)",0,6899,0,0,0,0,,"s5dq3 (EICV3, EICV4_CS, EICV5_CS, EICV7_CS)",,
s5dq4a,Size of dwelling (floor area),int16,,0,"household (housing, services)",0,6897,0,0,0,0,EICV2: module s5_housing,,,
s5dq4b,Surface measured for dwelling area,int8,"1=Internal measure, 2=External measure",2,"household (housing, services)",0,6898,0,0,0,0,EICV2: module s5_housing,,,
s8sa,Household possesses livestock,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,6900,0,0,0,0,EICV2: module b_filters,,,
s8sb,Household possesses agricultural equipment,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,6900,0,0,0,0,EICV2: module b_filters,,,
s8sc,Household possesses property,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,6900,0,0,0,0,EICV2: module b_filters,,,
s8sd,Household has engaged in large scale agricultural activity,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,6081,0,0,0,0,EICV2: module b_filters,,,
s8se,Household has engaged in small scale agricultural activity,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,6081,0,0,0,0,EICV2: module b_filters,,,
s8sf,Household has engaged in miscellaneous agricultural activity,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,6900,0,0,0,0,EICV2: module b_filters,,,
s8sg,Household has incurred expenditures related to agricultural activity,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,6900,0,0,0,0,EICV2: module b_filters,,,
s8sh,Household has engaged in agricultural processing activity,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,6900,0,0,0,0,EICV2: module b_filters,,,
s8aq27,Maintains pasture,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,4741,0,0,0,0,EICV2: module b_filters,,,
s8aq28,Owns pasture,int8,"1=Self, 2=Another person or private enterprise, 3=State",3,"household / farm (agriculture, livestock)",0,53,0,0,0,0,EICV2: module b_filters,,,
s8aq29,Cost of pasture,int32,,0,"household / farm (agriculture, livestock)",0,54,0,0,0,0,EICV2: module b_filters,,,
s8aq30,Months using pasture,int8,,0,"household / farm (agriculture, livestock)",0,54,0,0,0,0,EICV2: module b_filters,,,
s8bq1,Household currently possesses farm land,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,6900,0,0,0,0,EICV2: module b_filters,s8bq1_v2 (EICV1),,
s8bq4,Amount paid for acquisition of farm land,int32,,0,"household / farm (agriculture, livestock)",0,743,0,0,0,0,EICV2: module b_filters,s8bq4_v2 (EICV1),,
s8bq6,Amount paid for this farm land,int32,,0,"household / farm (agriculture, livestock)",0,792,0,0,0,0,EICV2: module b_filters,s8bq6_v2 (EICV1),,
s8bq9,Household sold farm land in the last two years,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,6129,0,0,0,0,EICV2: module b_filters,s8bq9_v2 (EICV1),,
s8bq12,Amount received from leasing land,int32,,0,"household / farm (agriculture, livestock)",0,771,0,0,0,0,EICV2: module b_filters,s8bq12_v2 (EICV1),,
s8bq14,Amount received from sharecropping,int32,,0,"household / farm (agriculture, livestock)",0,149,0,0,0,0,EICV2: module b_filters,s8bq14_v2 (EICV1),,
s8bq16,"Household received lands in the form of gift, inheritance or other",int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,6127,0,0,0,0,EICV2: module b_filters,s8bq16_v2 (EICV1),,
s8bq17,Household gave land to non-household members,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,6126,0,0,0,0,EICV2: module b_filters,s8bq17_v2 (EICV1),,
s9dq0,Household consumed own produce,int8,"1=Yes, 2=No",2,household (expenditure and own consumption),0,6900,0,0,0,0,EICV2: module b_filters,,,
s10sa,Sent transfers in cash or in-kind,int8,"1=Yes, 2=No",2,"household (transfers, other income)",0,6900,0,0,0,0,EICV2: module b_filters,,,
s10sb,Received transfers in cash or in-kind,int8,"1=Yes, 2=No",2,"household (transfers, other income)",0,6900,0,0,0,0,EICV2: module b_filters,,,
s11aq1,Household members owe money,int8,"1=Yes, 2=No",2,"household (credit, durables, savings)",0,6900,14308,0,0,0,EICV2: module b_filters; EICV3: module s11a1_credit,s11aq1_v2 (EICV1),EICV2: Household members in debt,
s11aq2_v2,[EICV2..EICV2 version] Household members who have entirely reimbursed loan,int8,"1=Yes, 2=No",2,"household (credit, durables, savings)",0,3770,0,0,0,0,,s11aq2 (EICV3),,
