variable,label,type,value_labels,n_value_labels,n_EICV1,n_EICV2,n_EICV3,n_EICV4_CS,n_EICV5_CS,n_EICV7_CS,source,versions,label_variants,value_label_conflicts
s8cq2_v5,[EICV7_CS..EICV7_CS version] Consumed any food away from home Since my last visi,int8,"1=Yes, 2=No",2,0,0,0,0,0,62110,EICV7_CS: module s8c_food_away_from_home,,,
s8cq4_v5,[EICV7_CS..EICV7_CS version] Amount pay for breakfast away from home (Visit5),int16,,0,0,0,0,0,0,1565,EICV7_CS: module s8c_food_away_from_home,,,
s8cq5_v5,[EICV7_CS..EICV7_CS version] Point of Service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,1565,EICV7_CS: module s8c_food_away_from_home,,,
s8cq6_v5,[EICV7_CS..EICV7_CS version] Amount paid for lunch away from home (Visit5),int32,,0,0,0,0,0,0,6803,EICV7_CS: module s8c_food_away_from_home,,,
s8cq7_v5,[EICV7_CS..EICV7_CS version] Point of Service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,6804,EICV7_CS: module s8c_food_away_from_home,,,
s8cq8_v5,[EICV7_CS..EICV7_CS version] Amount paid for dinner away from home (Visit5),int16,,0,0,0,0,0,0,3138,EICV7_CS: module s8c_food_away_from_home,,,
s8cq9_v5,[EICV7_CS..EICV7_CS version] Point of Service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,3139,EICV7_CS: module s8c_food_away_from_home,,,
s8cq10_v5,[EICV7_CS..EICV7_CS version] Amount paid for food/snacks between meals away from,int16,,0,0,0,0,0,0,1493,EICV7_CS: module s8c_food_away_from_home,,,
s8cq11_v5,[EICV7_CS..EICV7_CS version] Point of Service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,1493,EICV7_CS: module s8c_food_away_from_home,,,
s8cq12_v5,[EICV7_CS..EICV7_CS version] Amount paid for any hot beverage away from home (Vi,int16,,0,0,0,0,0,0,632,EICV7_CS: module s8c_food_away_from_home,,,
s8cq13_v5,[EICV7_CS..EICV7_CS version] Point Service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,633,EICV7_CS: module s8c_food_away_from_home,,,
s8cq14_v5,[EICV7_CS..EICV7_CS version] Amount paid for any non-alcoholic drinks away from,int16,,0,0,0,0,0,0,2473,EICV7_CS: module s8c_food_away_from_home,,,
s8cq15_v5,[EICV7_CS..EICV7_CS version] Point service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,2473,EICV7_CS: module s8c_food_away_from_home,,,
s8cq16_v5,[EICV7_CS..EICV7_CS version] Amount paid for alcoholic drinks taken away from ho,int16,,0,0,0,0,0,0,3319,EICV7_CS: module s8c_food_away_from_home,,,
s8cq17_v5,[EICV7_CS..EICV7_CS version] Point service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,3320,EICV7_CS: module s8c_food_away_from_home,,,
