variable,label,type,value_labels,n_value_labels,n_2006,n_2009,n_2012,n_2015,n_2018,n_2021,n_2024,source,versions,label_variants,value_label_conflicts
q205_1,What kind of toilet facility does your household use?:,int8,"1=Flush latrine, 2=Pit latrine with constructed floor slab, 3=Traditional pit latrine (without floor slab), 4=Open pit (no walls), 5=None / bush, stream etc …",6,0,0,4601,0,0,0,0,,,,
q205_2,Specify others:,int8,,0,0,0,3,0,0,0,0,,,,
q206,Do you share the toilet facility with other households?:,int8,"0=No, 1=Yes",2,0,0,4378,0,0,0,0,,,,
q207_1,What is the main source of lighting for this house?:,int8,"1=Electricity, 2=Kerosene, oil or gas lamp, 3=Lantern, 4=Battery flashlights, 5=Candles …",8,0,0,4601,0,0,0,0,,,,
q207_2,Specify others:,int8,,0,0,0,6,0,0,0,0,,,,
q208_1,What fuel do you use most often for cooking?:,int8,"1=Gas, 2=Electricity, 3=Firewood, 4=Charcoal, 5=Kerosene …",7,0,0,4595,0,0,0,0,,,,
q208_2,Specify others:,int8,,0,0,0,6,0,0,0,0,,,,
q209_1,What is the current main source of drinking water for your household?:,int8,"1=Public tap/ piped water, 2=Pond, lake, river or stream, 3=Borehole with pump, 4=Rain water, 5=Protected dug well or spring …",8,0,0,4595,0,0,0,0,,,,
q210,Do you pay for water from this current main source?:,int8,"0=No, 1=Yes",2,0,0,4600,0,0,0,0,,,,
q211,Is there a time in the year when your household uses an alternate water source?:,int8,"1=No, main source is used solely all year, 2=Yes, used in conjunction with main source, 3=Yes, used when main source is not usable.",3,0,0,4601,0,0,0,0,,,,
q212_1,What is the main alternative source of drinking water for your household?:,int8,"1=Public tap/ piped water, 2=Pond, lake, river or stream, 3=Borehole with pump, 4=Rain water, 5=Protected dug well or spring …",8,0,0,1139,0,0,0,0,,,,
q213,Does your household pay for this alternate water?:,int8,"0=No, 1=Yes",2,0,0,1137,0,0,0,0,,,,
q214_1_1,Main source:How do you or your household members go to your water sources?,int8,"1=Walk, 2=Bicycle, 3=Motorbike/vehicle, 4=hire someone for that, 5=Other, specify",5,0,0,4308,0,0,0,0,,,,
q214_1_2,Specify other:How do you or your household members go to your water sources?,int8,,0,0,0,6,0,0,0,0,,,,
q214_2_1,Alternative source:How do you or your household members go to your water sources,int8,"1=Walk, 2=Bicycle, 3=Motorbike/vehicle, 4=hire someone for that, 5=Other, specify",5,0,0,1126,0,0,0,0,,,,
q214_2_2,Specify other:How do you or your household members go to your water sources?,int8,,0,0,0,4,0,0,0,0,,,,
q215_1,Main source in minutes:How far is the source of water for your household used in,int16,,0,0,0,4304,0,0,0,0,,,,
q215_2,Alternative source in minutes:How far is the source of water for your household,int16,,0,0,0,1132,0,0,0,0,,,,
q216,What does your household normally do to its water prior to drinking?:,int8,"1=Boil, 2=Strained through cloth, 3=Ceramic, sand or other filter, 4=Purifying tablets/bleach chlorine, 5=Nothing is done",5,0,0,4599,0,0,0,0,,,,
q301,How many livelihood activities does your household have?:,int8,,0,0,0,4601,0,0,0,0,,,,
qa302_1,Main activity - Activity name,int8,"1=agricultural production on own farm or on other farm for no payment, 2=agricultural work on other farm for in kind compensation, salary/wages (excluding vup), 3=livestock raising, 4=fishing, hunting, gathering, 5=purchase sale of product from fishing, hunting gathering …",22,0,0,4596,0,0,0,0,,,,
qa302_1_2,Main activity - Specify other activity,int8,,0,0,0,0,0,0,0,0,,,,
qa302_2,"Main activity - Using proportional piling methods, please estimate the relative",int8,,0,0,0,4596,0,0,0,0,,,,
qa302_3,Main activity - Who Usually Participates In This Activity,int8,"1=head of household only, 2=spouse of the head of household only, 3=men only, 4=women only, 5=adults only …",9,0,0,4593,0,0,0,0,,,,
qa302_4,"Main activity - Is this livelihood activity seasonal? (If Seasonal, During Which",int8,"0=No, done all year round, 1=Yes, seasonal",2,0,0,4592,0,0,0,0,,,,
qa302_5a,Main activity - January,int8,"0=No, 1=Yes",2,0,0,1529,0,0,0,0,,,,
qa302_5b,Main activity - February,int8,"0=No, 1=Yes",2,0,0,1529,0,0,0,0,,,,
qa302_5c,Main activity - March,int8,"0=No, 1=Yes",2,0,0,1529,0,0,0,0,,,,
qa302_5d,Main activity - April,int8,"0=No, 1=Yes",2,0,0,1529,0,0,0,0,,,,
qa302_5e,Main activity - May,int8,"0=No, 1=Yes",2,0,0,1529,0,0,0,0,,,,
qa302_5f,Main activity - June,int8,"0=No, 1=Yes",2,0,0,1529,0,0,0,0,,,,
qa302_5g,Main activity - July,int8,"0=No, 1=Yes",2,0,0,1529,0,0,0,0,,,,
qa302_5h,Main activity - August,int8,"0=No, 1=Yes",2,0,0,1529,0,0,0,0,,,,
qa302_5i,Main activity - September,int8,"0=No, 1=Yes",2,0,0,1529,0,0,0,0,,,,
qa302_5j,Main activity - October,int8,"0=No, 1=Yes",2,0,0,1529,0,0,0,0,,,,
qa302_5k,Main activity - November,int8,"0=No, 1=Yes",2,0,0,1529,0,0,0,0,,,,
qa302_5l,Main activity - December,int8,"0=No, 1=Yes",2,0,0,1529,0,0,0,0,,,,
qb302_1,Second activity - Activity name,int8,"1=agricultural production on own farm or on other farm for no payment, 2=agricultural work on other farm for in kind compensation, salary/wages (excluding vup), 3=livestock raising, 4=fishing, hunting, gathering, 5=purchase sale of product from fishing, hunting gathering …",22,0,0,4594,0,0,0,0,,,,
qb302_1_2,Second activity - Specify other activity,int8,,0,0,0,0,0,0,0,0,,,,
qb302_2,Second activity - contribution,int8,,0,0,0,2827,0,0,0,0,,,,
qb302_3,Second activity - Who Usually Participates In This Activity,int8,"1=head of household only, 2=spouse of the head of household only, 3=men only, 4=women only, 5=adults only …",9,0,0,2858,0,0,0,0,,,,
qb302_4,Second activity - seasonality,int8,"0=No, done all year round, 1=Yes, seasonal",2,0,0,2858,0,0,0,0,,,,
qb302_5a,Second activity - January,int8,"0=No, 1=Yes",2,0,0,697,0,0,0,0,,,,
qb302_5b,Second activity - February,int8,"0=No, 1=Yes",2,0,0,696,0,0,0,0,,,,
qb302_5c,Second activity - March,int8,"0=No, 1=Yes",2,0,0,696,0,0,0,0,,,,
qb302_5d,Second activity - April,int8,"0=No, 1=Yes",2,0,0,696,0,0,0,0,,,,
qb302_5e,Second activity - May,int8,"0=No, 1=Yes",2,0,0,696,0,0,0,0,,,,
qb302_5f,Second activity - June,int8,"0=No, 1=Yes",2,0,0,696,0,0,0,0,,,,
qb302_5g,Second activity - July,int8,"0=No, 1=Yes",2,0,0,696,0,0,0,0,,,,
qb302_5h,Second activity - August,int8,"0=No, 1=Yes",2,0,0,696,0,0,0,0,,,,
qb302_5i,Second activity - September,int8,"0=No, 1=Yes",2,0,0,696,0,0,0,0,,,,
qb302_5j,Second activity - October,int8,"0=No, 1=Yes",2,0,0,696,0,0,0,0,,,,
qb302_5k,Second activity - November,int8,"0=No, 1=Yes",2,0,0,696,0,0,0,0,,,,
qb302_5l,Second activity - December,int8,"0=No, 1=Yes",2,0,0,696,0,0,0,0,,,,
qc302_1,Third activity - Activity name,int8,"1=agricultural production on own farm or on other farm for no payment, 2=agricultural work on other farm for in kind compensation, salary/wages (excluding vup), 3=livestock raising, 4=fishing, hunting, gathering, 5=purchase sale of product from fishing, hunting gathering …",22,0,0,4582,0,0,0,0,,,,
qc302_1_2,Third activity - Specify other activity,int8,,0,0,0,3,0,0,0,0,,,,
qc302_2,Third activity - contribution,int8,,0,0,0,2818,0,0,0,0,,,,
qc302_3,Third activity - Who Usually Participates In This Activity,int8,"1=head of household only, 2=spouse of the head of household only, 3=men only, 4=women only, 5=adults only …",9,0,0,450,0,0,0,0,,,,
qc302_4,"Third activity - Is this livelihood activity seasonal? (If Seasonal, During Whic",int8,"0=No, done all year round, 1=Yes, seasonal",2,0,0,449,0,0,0,0,,,,
qc302_5a,Third activity - January,int8,"0=No, 1=Yes",2,0,0,66,0,0,0,0,,,,
qc302_5b,Third activity - February,int8,"0=No, 1=Yes",2,0,0,66,0,0,0,0,,,,
qc302_5c,Third activity - March,int8,"0=No, 1=Yes",2,0,0,66,0,0,0,0,,,,
qc302_5d,Third activity - April,int8,"0=No, 1=Yes",2,0,0,66,0,0,0,0,,,,
qc302_5e,Third activity - May,int8,"0=No, 1=Yes",2,0,0,66,0,0,0,0,,,,
qc302_5f,Third activity - June,int8,"0=No, 1=Yes",2,0,0,66,0,0,0,0,,,,
qc302_5g,Third activity - July,int8,"0=No, 1=Yes",2,0,0,66,0,0,0,0,,,,
qc302_5h,Third activity - August,int8,"0=No, 1=Yes",2,0,0,66,0,0,0,0,,,,
qc302_5i,Third activity - September,int8,"0=No, 1=Yes",2,0,0,66,0,0,0,0,,,,
qc302_5j,Third activity - October,int8,"0=No, 1=Yes",2,0,0,66,0,0,0,0,,,,
qc302_5k,Third activity - November,int8,"0=No, 1=Yes",2,0,0,66,0,0,0,0,,,,
qc302_5l,Third activity - December,int8,"0=No, 1=Yes",2,0,0,66,0,0,0,0,,,,
q303_1,Can you tell me what was your household's total cash income last month?,int8,"0=No, 1=Yes",2,0,0,4601,0,0,0,0,,,,
q401_1,Does your household farm land (including pasture for livestock)?,int16,,0,0,0,4601,0,0,0,0,,,,
q402_1,"Share Cropped:Out of the total land that your household farms, how much is(The s",int16,,0,0,0,4601,0,0,0,0,,,,
q402_2,"Owned:Out of the total land that your household farms, how much is(The sum must",int16,,0,0,0,4601,0,0,0,0,,,,
q402_3,"Rented / Leased:Out of the total land that your household farms, how much is(The",int16,,0,0,0,4601,0,0,0,0,,,,
q402_4,Free use / loaned or appropriated:Out of the total land that your household farm,int8,,0,0,0,4601,0,0,0,0,,,,
q402_5,"Other:Out of the total land that your household farms, how much is(The sum must",int16,,0,0,0,4601,0,0,0,0,,,,
q403_1,Is any part of your land consolidated (land consolidation programme):,int8,"0=No, 1=Yes",2,0,0,4601,0,0,0,0,,,,
q403_2,If yes how much of your land is in consolidation:,int8,,0,0,0,4601,0,0,0,0,,,,
q404_1,Is any part of your land registered to become umudugudu?:,int8,"0=No, 1=Yes",2,0,0,4601,0,0,0,0,,,,
q404_2,"If, yes how much of your land will become Umudugudu?:",int8,,0,0,0,4601,0,0,0,0,,,,
q405,Did your household use fertilizer and/or insecticides during the past 12 months?,int8,"1=No, 2=Yes, Fertilizer only, 3=Yes, Pesticides only, 4=Yes both",4,0,0,4601,0,0,0,0,,,,
q406_1,"Bought:If yes (2, 3 or 4) where did you get it from? (Total should amount to 100",int32,,0,0,0,4601,0,0,0,0,,,,
q406_2,"Bought with voucher:If yes (2, 3 or 4) where did you get it from? (Total should",int16,,0,0,0,4601,0,0,0,0,,,,
q406_3,"Received from NGO, Government Institutions:If yes (2, 3 or 4) where did you get",int8,,0,0,0,4601,0,0,0,0,,,,
q406_4,"Free / Own production:If yes (2, 3 or 4) where did you get it from? (Total shoul",int16,,0,0,0,4601,0,0,0,0,,,,
q407_1,Is any of the land that your household farms irrigated?:,int8,"0=No, 1=Yes",2,0,0,4601,0,0,0,0,,,,
q407_2,If yes how much of the land you farm is irrigated?:,int8,,0,0,0,4601,0,0,0,0,,,,
q408_1,Is any of the land that your household farms protected against soil erosion? (eg,int8,"0=No, 1=Yes",2,0,0,4601,0,0,0,0,,,,
q408_2,"If yes, how much of the land you farm is protected against soil erosion?:",int8,,0,0,0,4601,0,0,0,0,,,,
q408_3,What type of anti erosion did your household use?,int8,,0,0,0,4601,0,0,0,0,,,,
q409_01,Hoe:Does your household own any of the following items.,int8,"0=No, 1=Yes",2,0,0,4597,0,0,0,0,,,,
q409_02,Shovel:Does your household own any of the following items.,int8,"0=No, 1=Yes",2,0,0,4601,0,0,0,0,,,,
q409_03,Rake:Does your household own any of the following items.,int8,"0=No, 1=Yes",2,0,0,4601,0,0,0,0,,,,
q409_04,Spade:Does your household own any of the following items.,int8,"0=No, 1=Yes",2,0,0,4599,0,0,0,0,,,,
q409_05,Pick:Does your household own any of the following items.,int8,"0=No, 1=Yes",2,0,0,4601,0,0,0,0,,,,
q409_06,Wheel barrow:Does your household own any of the following items.,int8,"0=No, 1=Yes",2,0,0,4601,0,0,0,0,,,,
q409_07,Plough / Ox plough:Does your household own any of the following items.,int8,"0=No, 1=Yes",2,0,0,4601,0,0,0,0,,,,
q409_08,Grinding mill:Does your household own any of the following items.,int8,"0=No, 1=Yes",2,0,0,4601,0,0,0,0,,,,
q409_09,Oil press:Does your household own any of the following items.,int8,"0=No, 1=Yes",2,0,0,4600,0,0,0,0,,,,
q409_10,Sewing machine:Does your household own any of the following items.,int8,"0=No, 1=Yes",2,0,0,4601,0,0,0,0,,,,
q409_11,Ironing machine:Does your household own any of the following items.,int8,"0=No, 1=Yes",2,0,0,4601,0,0,0,0,,,,
q409_12,Radio (only):Does your household own any of the following items.,int8,"0=No, 1=Yes",2,0,0,4601,0,0,0,0,,,,
q409_13,Tape / CD player:Does your household own any of the following items.,int8,"0=No, 1=Yes",2,0,0,4601,0,0,0,0,,,,
q409_14,Mobile phone:Does your household own any of the following items.,int8,"0=No, 1=Yes",2,0,0,4601,0,0,0,0,,,,
q409_15,Living room suite (chairs sofa:Does your household own any of the following item,int8,"0=No, 1=Yes",2,0,0,4601,0,0,0,0,,,,
q409_16,Bed:Does your household own any of the following items.,int8,"0=No, 1=Yes",2,0,0,4601,0,0,0,0,,,,
q409_17,Bicycle:Does your household own any of the following items.,int8,"0=No, 1=Yes",2,0,0,4601,0,0,0,0,,,,
q409_18,Motorized vehicle of any kind:Does your household own any of the following items,int8,"0=No, 1=Yes",2,0,0,4601,0,0,0,0,,,,
q409_19,Fishing boat / Canoe:Does your household own any of the following items.,int8,"0=No, 1=Yes",2,0,0,4600,0,0,0,0,,,,
q410,Do you have a household vegetable plot /garden?:,int8,"0=No, 1=Yes",2,0,0,4601,0,0,0,0,,,,
q411,Does your household own or manage any farm-animals?:,int8,"0=No, 1=Yes",2,0,0,4601,0,0,0,0,,,,
qa412_1,Chicken - Total owened,int8,,0,0,0,4601,0,0,0,0,,,,
qa412_2,Chicken - Total managed,int8,,0,0,0,4601,0,0,0,0,,,,
qb412_1,Ducks and other poultry - Total owened,int8,,0,0,0,4601,0,0,0,0,,,,
qb412_2,Ducks and other poultry - Total managed,int8,,0,0,0,4601,0,0,0,0,,,,
qc412_1,Goats - Total owened,int8,,0,0,0,4601,0,0,0,0,,,,
qc412_2,Goats - Total managed,int8,,0,0,0,4601,0,0,0,0,,,,
qd412_1,Sheep - Total owened,int8,,0,0,0,4601,0,0,0,0,,,,
qd412_2,Sheep - Total managed,int8,,0,0,0,4601,0,0,0,0,,,,
qe412_1,Pigs - Total owened,int8,,0,0,0,4601,0,0,0,0,,,,
qe412_2,Pigs - Total managed,int8,,0,0,0,4601,0,0,0,0,,,,
qf412_1,Cattle - Total owened,int8,,0,0,0,4601,0,0,0,0,,,,
qf412_2,Cattle - Total managed,int8,,0,0,0,4601,0,0,0,0,,,,
qg412_1,Rabbits - Total owened,int16,,0,0,0,4601,0,0,0,0,,,,
qg412_2,Rabbits - Total managed,int8,,0,0,0,4601,0,0,0,0,,,,
qh412_1,Other - Total owened,int8,,0,0,0,4601,0,0,0,0,,,,
qh412_2,Other - Total managed,int8,,0,0,0,4601,0,0,0,0,,,,
q501,How many crops does your HH cultivate?:,int8,,0,0,0,4601,0,0,0,0,,,,
q502,Is any member of your household a member of a farmer organization/cooperative?:,int8,"0=No, 1=Yes",2,0,0,4601,0,0,0,0,,,,
q1503_a_1,Main crop - Crop name,int8,"0=No other crop, 1=Wheat, 2=Maize, 3=Sorghum, 4=Rice …",30,0,0,4601,0,0,0,0,,,,
q1503_a_2,Main crop - Specify other crop,int8,,0,0,0,4592,0,0,0,0,,,,
q1503_a_3,Main crop - Crop seasonality,int8,"1=Annual crop, 2=Perennial",2,0,0,4601,0,0,0,0,,,,
q1503_b_1,Main crop - Did you cultivate this crop in season A2012,int8,"0=Not cultivated, 1=Cultivated",2,0,0,4601,0,0,0,0,,,,
q1503_b_2,Main crop - Did you cultivate this crop in season B2011,int8,"0=Not cultivated, 1=Cultivated",2,0,0,4601,0,0,0,0,,,,
q1503_b_3,Main crop - Did you cultivate this crop in season C2011,int8,"0=Not cultivated, 1=Cultivated",2,0,0,4601,0,0,0,0,,,,
q1503_c_1,Main crop - How long did your household have food stocks from this crop's harves,int8,"0=0 month, 1=1 month, 2=2 months, 3=3 months, 4=4 months …",15,0,0,4601,0,0,0,0,,,,
q1503_c_2,Main crop - How long did your household have food stocks from this crop's harves,int8,"1=1 month, 2=2 months, 3=3 months, 4=4 months, 5=5 months …",13,0,0,4601,0,0,0,0,,,,
q1503_c_3,Main crop - How long did your household have food stocks from this crop's harves,int8,"1=1 month, 2=2 months, 3=3 months, 4=4 months, 5=5 months …",13,0,0,4601,0,0,0,0,,,,
q1503_c_4,Main crop - How long did your household have food stocks from this crop's harves,int8,"1=1 month, 2=2 months, 3=3 months, 4=4 months, 5=5 months …",13,0,0,4601,0,0,0,0,,,,
q1503_d,Main crop - What % of your total land do you generally use for this crop?,int8,,0,0,0,4601,0,0,0,0,,,,
q1503_e,Main crop - What % of your production for this crop do you directly consume (inc,int8,,0,0,0,4601,0,0,0,0,,,,
q1503_f_1,Main crop - What % of your production for this crop do you sell,int8,,0,0,0,4601,0,0,0,0,,,,
q1503_f_2,"Main crop - What % of your production for this crop do you give a way? (gifts, a",int8,,0,0,0,4601,0,0,0,0,,,,
q1503_g,Main crop - Of this [major crop] approximately what percentage is lost/became sp,int8,,0,0,0,4601,0,0,0,0,,,,
q1503_h_1,Main crop - How do you normally acquire [major crop] seeds/planting material?,int8,"1=purchase, 2=exchange with farmers, 3=gift from relatives/family, 4=reserved from  previous harvest, 5=received from NGOs, Government …",6,0,0,4601,0,0,0,0,,,,
q1503_h_2,Main crop - Specify other,int8,,0,0,0,4452,0,0,0,0,,,,
q1503_i_1,Main crop - Whom did you sell the majority of this crop to?,int8,"1=purchaser in the field, 2=trader in the village market, 3=trader in the sector market, 4=trader in the district market, 5=individual consumer, family and relatives …",8,0,0,4601,0,0,0,0,,,,
q1503_i_2,Main crop - Specify other,int8,,0,0,0,4526,0,0,0,0,,,,
q2503_a_1,Second crop - Crop name,int8,"0=No other crop, 1=Wheat, 2=Maize, 3=Sorghum, 4=Rice …",30,0,0,4601,0,0,0,0,,,,
q2503_a_2,Second crop - Specify other crop,int8,,0,0,0,4577,0,0,0,0,,,,
q2503_a_3,Second crop - Crop seasonality,int8,"1=Annual crop, 2=Perennial",2,0,0,4600,0,0,0,0,,,,
q2503_b_1,Second crop - Did you cultivate this crop in season A2012,int8,"0=Not cultivated, 1=Cultivated",2,0,0,4600,0,0,0,0,,,,
q2503_b_2,Second crop - Did you cultivate this crop in season B2011,int8,"0=Not cultivated, 1=Cultivated",2,0,0,4601,0,0,0,0,,,,
q2503_b_3,Second crop - Did you cultivate this crop in season C2011,int8,"0=Not cultivated, 1=Cultivated",2,0,0,4601,0,0,0,0,,,,
q2503_c_1,Second crop - How long did your household have food stocks from this crop's harv,int8,"0=0 month, 1=1 month, 2=2 months, 3=3 months, 4=4 months …",15,0,0,4601,0,0,0,0,,,,
q2503_c_2,Second crop - How long did your household have food stocks from this crop's harv,int8,"1=1 month, 2=2 months, 3=3 months, 4=4 months, 5=5 months …",13,0,0,4601,0,0,0,0,,,,
q2503_c_3,Second crop - How long did your household have food stocks from this crop's harv,int8,"1=1 month, 2=2 months, 3=3 months, 4=4 months, 5=5 months …",13,0,0,4601,0,0,0,0,,,,
q2503_c_4,Second crop - How long did your household have food stocks from this crop's harv,int8,"1=1 month, 2=2 months, 3=3 months, 4=4 months, 5=5 months …",13,0,0,4601,0,0,0,0,,,,
q2503_d,Second crop - What % of your total land do you generally use for this crop?,int8,,0,0,0,4601,0,0,0,0,,,,
q2503_e,Second crop - What % of your production for this crop do you directly consume (i,int8,,0,0,0,4601,0,0,0,0,,,,
q2503_f_1,Second crop - What % of your production for this crop do you sell,int8,,0,0,0,4601,0,0,0,0,,,,
q2503_f_2,"Second crop - What % of your production for this crop do you give a way? (gifts,",int8,,0,0,0,4601,0,0,0,0,,,,
q2503_g,Second crop - Of this [major crop] approximately what percentage is lost/became,int8,,0,0,0,4601,0,0,0,0,,,,
q2503_h_1,Second crop - How do you normally acquire [major crop] seeds/planting material?,int8,"1=purchase, 2=exchange with farmers, 3=gift from relatives/family, 4=reserved from  previous harvest, 5=received from NGOs, Government …",6,0,0,4601,0,0,0,0,,,,
q2503_h_2,Second crop - Specify other,int8,,0,0,0,4438,0,0,0,0,,,,
q2503_i_1,Second crop - Whom did you sell the majority of this crop to?,int8,"1=purchaser in the field, 2=trader in the village market, 3=trader in the sector market, 4=trader in the district market, 5=individual consumer, family and relatives …",8,0,0,4599,0,0,0,0,,,,
q2503_i_2,Second crop - Specify other,int8,,0,0,0,4562,0,0,0,0,,,,
q3503_a_1,Third crop - Crop name,int8,"0=No other crop, 1=Wheat, 2=Maize, 3=Sorghum, 4=Rice …",30,0,0,4601,0,0,0,0,,,,
q3503_a_2,Third crop - Specify other crop,int8,,0,0,0,4589,0,0,0,0,,,,
q3503_a_3,Third crop - Crop seasonality,int8,"1=Annual crop, 2=Perennial",2,0,0,4601,0,0,0,0,,,,
q3503_b_1,Third crop - Did you cultivate this crop in season A2012,int8,"0=Not cultivated, 1=Cultivated",2,0,0,4601,0,0,0,0,,,,
q3503_b_2,Third crop - Did you cultivate this crop in season B2011,int8,"0=Not cultivated, 1=Cultivated",2,0,0,4601,0,0,0,0,,,,
q3503_b_3,Third crop - Did you cultivate this crop in season C2011,int8,"0=Not cultivated, 1=Cultivated",2,0,0,4601,0,0,0,0,,,,
q3503_c_1,Third crop - How long did your household have food stocks from this crop's harve,int8,"0=0 month, 1=1 month, 2=2 months, 3=3 months, 4=4 months …",15,0,0,4601,0,0,0,0,,,,
q3503_c_2,Third crop - How long did your household have food stocks from this crop's harve,int8,"1=1 month, 2=2 months, 3=3 months, 4=4 months, 5=5 months …",13,0,0,4601,0,0,0,0,,,,
q3503_c_3,Third crop - How long did your household have food stocks from this crop's harve,int8,"1=1 month, 2=2 months, 3=3 months, 4=4 months, 5=5 months …",13,0,0,4601,0,0,0,0,,,,
q3503_c_4,Third crop - How long did your household have food stocks from this crop's harve,int8,"1=1 month, 2=2 months, 3=3 months, 4=4 months, 5=5 months …",13,0,0,4601,0,0,0,0,,,,
q3503_d,Third crop - What % of your total land do you generally use for this crop?,int8,,0,0,0,4601,0,0,0,0,,,,
q3503_e,Third crop - What % of your production for this crop do you directly consume (in,int8,,0,0,0,4601,0,0,0,0,,,,
q3503_f_1,Third crop - What % of your production for this crop do you sell,int8,,0,0,0,4601,0,0,0,0,,,,
q3503_f_2,"Third crop - What % of your production for this crop do you give a way? (gifts,",int8,,0,0,0,4601,0,0,0,0,,,,
q3503_g,Third crop - Of this [major crop] approximately what percentage is lost/became s,int8,,0,0,0,4601,0,0,0,0,,,,
q3503_h_1,Third crop - How do you normally acquire [major crop] seeds/planting material?,int8,"1=purchase, 2=exchange with farmers, 3=gift from relatives/family, 4=reserved from  previous harvest, 5=received from NGOs, Government …",6,0,0,4601,0,0,0,0,,,,
q3503_h_2,Third crop - Specify other,int8,,0,0,0,4467,0,0,0,0,,,,
q3503_i_1,Third crop - Whom did you sell the majority of this crop to?,int8,"1=purchaser in the field, 2=trader in the village market, 3=trader in the sector market, 4=trader in the district market, 5=individual consumer, family and relatives …",8,0,0,4601,0,0,0,0,,,,
q3503_i_2,Third crop - Specify other,int8,,0,0,0,4575,0,0,0,0,,,,
q4503_a_1,Fourth crop - Crop name,int8,"0=No other crop, 1=Wheat, 2=Maize, 3=Sorghum, 4=Rice …",30,0,0,4601,0,0,0,0,,,,
q4503_a_2,Fourth crop - Specify other crop,int8,,0,0,0,4585,0,0,0,0,,,,
